reaction_id,reaction_signature,reaction_smiles,reaction_seen,cluster_id
MARTS_RXN_714817f4ca78ea2c,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC2C3(C)CCC(C(C)C)C23CCC(C)=CCC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C/C1=C\C2C3(C)CCC(C(C)C)C23CC/C(C)=C/CC1,False,C20_GGPP_like::MARTS_RXN_714817f4ca78ea2c
MARTS_RXN_71bb2acc38afd616,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC2C3(CC1)C(C)CCC1(C)C(C(C)C)CCC213,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C[C@H]2[C@]3(CC1)[C@H](C)CC[C@@]1(C)[C@H](C(C)C)CC[C@@]231,False,C20_GGPP_like::MARTS_RXN_714817f4ca78ea2c
MARTS_RXN_86ad65662f492c15,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC=C(C(C)C)CCC(C)=CCCC(C)=CCC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C/C1=C/C=C(/C(C)C)CC/C(C)=C/CC/C(C)=C/CC1,False,C20_GGPP_like::MARTS_RXN_86ad65662f492c15
MARTS_RXN_6385ac1fa7a9794c,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC(C(C)C)C12CCC1(C)C3CCC(C)C3C12,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC(C(C)C)[C@@]12CCC1(C)C3CCC(C)C3C12,False,C20_GGPP_like::MARTS_RXN_2d848cafa6c3ce23
MARTS_RXN_e056c9e6d498412e,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2(C)C(CCC2C(C)C)CC2C1=CCC2C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C/C1=C/C[C@@]2(C)[C@@H](CC[C@@H]2C(C)C)C[C@H]2C1=CC[C@H]2C,False,C20_GGPP_like::MARTS_RXN_e056c9e6d498412e
MARTS_RXN_eba646fdd0707683,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2(C)CC=C(C(C)C)C2CCC(C)=CCC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C/C1=C\C[C@@]2(C)CC=C(C(C)C)[C@@H]2CC/C(C)=C/CC1,False,C20_GGPP_like::MARTS_RXN_eba646fdd0707683
MARTS_RXN_f965f9c2d3cbc1e8,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2(C)CCC(C(C)(C)O)C2CCC(C)=CCC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C/C1=C\C[C@@]2(C)CC[C@@H](C(C)(C)O)[C@@H]2CC/C(C)=C/CC1,True,C20_GGPP_like::MARTS_RXN_4fba5e08211844e3
MARTS_RXN_cbab60db5c926010,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2(C)CCC(C(C)C)=C2CCC(C)=CCC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C/C1=C\C[C@@]2(C)CCC(C(C)C)=C2CC/C(C)=C/CC1,True,C20_GGPP_like::MARTS_RXN_3121b4ab4cb12631
MARTS_RXN_3121b4ab4cb12631,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2(C)CCC(C)(C)C=C2CCC(C)=CCC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C/C1=C\CC2(C)CCC(C)(C)C=C2CC/C(C)=C/CC1,True,C20_GGPP_like::MARTS_RXN_3121b4ab4cb12631
MARTS_RXN_68261f5fd64cc84a,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2=C(C(C)C)CCC2(C)CC2C(C)CCC12,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C/C1=C/CC2=C(C(C)C)CC[C@]2(C)C[C@H]2[C@@H](C)CC[C@@H]12,False,C20_GGPP_like::MARTS_RXN_0429f79d54e93205
MARTS_RXN_a9c17147ad90cb93,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2=C(C)C(C)(CCC(C)=CCC1)C(C)CC2,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2C/C=C(\C)CC/C=C(\C)CC[C@@]1(C)[C@H](C)CC2,False,C20_GGPP_like::MARTS_RXN_a9c17147ad90cb93
MARTS_RXN_605fa04e84674359,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2=C(C)CCC(CC=C(C)CCC1)C2(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2C/C=C(/C)CCC/C(C)=C/CC(CC1)C2(C)C,False,C20_GGPP_like::MARTS_RXN_0b0f5e083f773cac
MARTS_RXN_c46a27e03090d09d,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2=CC(C)(C)CCC2(C)CC2C(C)CCC12,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C/C1=C/CC2=CC(C)(C)CC[C@]2(C)C[C@H]2[C@@H](C)CC[C@@H]12,True,C20_GGPP_like::MARTS_RXN_0429f79d54e93205
MARTS_RXN_f0fe69f8e0b7d8e9,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2C(C(C)(C)O)CCC2(C)CCC(C)=CCC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C/C1=C\C[C@H]2[C@H](C(C)(C)O)CC[C@]2(C)CC/C(C)=C/CC1,False,C20_GGPP_like::MARTS_RXN_56f1be1c880d5e55
MARTS_RXN_d4bafc235050ff51,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2C(C(C)C)CCC2(C)CC2=C1CCC2C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC[C@H]2[C@H](C(C)C)CC[C@]2(C)CC2=C1CC[C@H]2C,False,C20_GGPP_like::MARTS_RXN_d4bafc235050ff51
MARTS_RXN_7b8aab66c453410b,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2C(C)(C)CCC2(C)C=C2C(C)CCC2C1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C/C1=C/C[C@H]2C(C)(C)CC[C@]2(C)/C=C2\[C@@H](CC[C@@H]2C)C1,True,C20_GGPP_like::MARTS_RXN_7b8aab66c453410b
MARTS_RXN_86a30d47d9f48e4c,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2C3C(C(C)C)CCC(C)C34CCC2(C)C14,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2C3C(C(C)C)CCC(C)C34CCC2(C)C14,False,C20_GGPP_like::MARTS_RXN_86a30d47d9f48e4c
MARTS_RXN_0b0f5e083f773cac,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2CC=C(C)C(CCC(C)=CCC1)C2(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC[C@H]2C/C=C(\C)CC/C=C(\C)CC[C@H]1C2(C)C,False,C20_GGPP_like::MARTS_RXN_0b0f5e083f773cac
MARTS_RXN_9799d98e2a755a35,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2CCC(C)=C(CCC(C)=CCC1)C2(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2CC/C(C)=C/CC/C(C)=C/C[C@H](CC1)C2(C)C,False,C20_GGPP_like::MARTS_RXN_0b0f5e083f773cac
MARTS_RXN_fb686c0d23a3ed03,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCCC(C)(O)C=CC(C(C)C)CCC(C)=CCC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C/C1=C\CC[C@@](C)(O)/C=C/C(C(C)C)CC/C(C)=C/CC1,False,C20_GGPP_like::MARTS_RXN_0718113ff7068076
MARTS_RXN_0718113ff7068076,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCCC(C)(O)C=CC(C)(C)CCCC(C)=CCC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C/C1=C\CC[C@](C)(O)/C=C/C(C)(C)CCC/C(C)=C/CC1,False,C20_GGPP_like::MARTS_RXN_0718113ff7068076
MARTS_RXN_3b6183e9f8724d46,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCCC(C)=C2CC3(C)CCC(C)(C)C3C2CC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C/C1=C2\C[C@@]3(C)CCC(C)(C)[C@H]3[C@@H]2CC/C(C)=C/CC1,True,C20_GGPP_like::MARTS_RXN_0feaca316b3fb310
MARTS_RXN_4b410b511327a71c,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCCC(C)=CC2C(C(C)C)CCC2(C)C=CC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C/C1=C\CC/C(C)=C/[C@@H]2[C@@H](C(C)C)CC[C@]2(C)/C=C/C1,False,C20_GGPP_like::MARTS_RXN_4b410b511327a71c
MARTS_RXN_7f776e922bfd97ee,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCCC(C)=CC2C(CCC(C)=CCC1)C2(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C/C1=C\CC/C(C)=C/C2C(CC/C(C)=C/CC1)C2(C)C,True,C20_GGPP_like::MARTS_RXN_7f776e922bfd97ee
MARTS_RXN_0d6dcf3090a1cf2e,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCCC(C)=CCC(=C(C)C)CCC(C)=CCC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=C1C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC1,True,C20_GGPP_like::MARTS_RXN_0d6dcf3090a1cf2e
MARTS_RXN_56f1be1c880d5e55,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCCC(C)=CCC(C(C)(C)O)CCC(C)=CCC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C/C1=C\CC/C(C)=C/C[C@@H](C(C)(C)O)CC/C(C)=C/CC1,True,C20_GGPP_like::MARTS_RXN_56f1be1c880d5e55
MARTS_RXN_9c7db311ef6f788e,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCCC2(C)CCC3(C)C(C)CCC4CC1C2C43,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC[C@@]2(C)CC[C@]3(C)[C@H]4[C@@H](CC[C@H]3C)C[C@H]1[C@H]42,False,C20_GGPP_like::MARTS_RXN_4d9779092922e63a
MARTS_RXN_2cbcde3fbcd9119c,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCCC2(C)CCC3=C(C)CCC(CC12)C3(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC[C@@]2(C)CCC3=C(C)CC[C@@H](C[C@H]12)C3(C)C,True,C20_GGPP_like::MARTS_RXN_2cbcde3fbcd9119c
MARTS_RXN_45fc9f67efee5bba,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1CCC(C)C12CCC1C2=CC2(C)CCC(C)(C)C12,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C[C@@H]1CC[C@H](C)[C@@]12CC[C@@H]1C2=C[C@@]2(C)CCC(C)(C)[C@@H]12,True,C20_GGPP_like::MARTS_RXN_45fc9f67efee5bba
MARTS_RXN_300234cd00168cf7,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1CCC(O)C2(C)CCC3C4C(C)(C)CCC4(C)CC132,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C[C@H]1CC[C@@H](O)[C@]2(C)CC[C@H]3[C@@H]4C(C)(C)CC[C@]4(C)C[C@]132,True,C20_GGPP_like::MARTS_RXN_300234cd00168cf7
MARTS_RXN_0feaca316b3fb310,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1CCC2=C3CC4(C)CCC(C)(C)C4C3CCC21C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C[C@@H]1CCC2=C3C[C@@]4(C)CCC(C)(C)[C@H]4[C@@H]3CC[C@]21C,True,C20_GGPP_like::MARTS_RXN_0feaca316b3fb310
MARTS_RXN_0601074748a9cf41,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1CCC2C(C)CCC3C2C2=C1CCC2(C)C3(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C[C@@H]1CC[C@H]2[C@@H]3C4=C(CC[C@@]4(C)C2(C)C)[C@@H](C)CC[C@H]31,False,C20_GGPP_like::MARTS_RXN_0601074748a9cf41
MARTS_RXN_561d9f61c555bf15,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1CCC2C3C1CCC1(C)CCCC(C)(CC2(C)O)C31,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C[C@@H]1CC[C@@H]2[C@@H]3[C@H]1CC[C@]1(C)CCC[C@](C)(C[C@]2(C)O)[C@@H]31,True,C20_GGPP_like::MARTS_RXN_561d9f61c555bf15
MARTS_RXN_b6b1bb9e464ef7af,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>C=C(C)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>>C=C(C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,True,C30_long_prenyl_like::MARTS_RXN_0304c008705652f9
MARTS_RXN_aaf62036b97e051b,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>C=C1CCC(O)C(C)(C)C1CCC(C)=CCCC1=C(C)CCC2(C)CCC(C)(C)CC12,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>>C=C1CC[C@H](O)C(C)(C)[C@@H]1CC/C(C)=C/CCC1=C(C)CC[C@@]2(C)CCC(C)(C)C[C@@H]12,False,C30_long_prenyl_like::MARTS_RXN_4c4ba4bc054979a2
MARTS_RXN_4c4ba4bc054979a2,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>C=C1CCC(O)C(C)(C)C1CCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>>C=C1CC[C@H](O)C(C)(C)[C@@H]1CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,False,C30_long_prenyl_like::MARTS_RXN_4c4ba4bc054979a2
MARTS_RXN_6c228262ac8f23c7,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>C=C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>>C=C1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]2[C@@H]1C,False,C30_long_prenyl_like::MARTS_RXN_6c228262ac8f23c7
MARTS_RXN_0304c008705652f9,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>CC(C)(O)C1CCC2(C)C1CCC1(C)C2CCC2C3(C)CCC(O)C(C)(C)C3CCC21C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>>CC(C)(O)[C@H]1CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@H]12,False,C30_long_prenyl_like::MARTS_RXN_0304c008705652f9
MARTS_RXN_4559795251910cf6,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>CC(C)(O)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>>CC(C)(O)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,False,C30_long_prenyl_like::MARTS_RXN_0304c008705652f9
MARTS_RXN_832dbc506db6cc7c,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>CC(C)=CCCC(C)(O)C1CCC2(C)C1CCC1C3(C)CCC(O)C(C)(C)C3CCC12C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>>CC(C)=CCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1CC[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@]12C,False,C30_long_prenyl_like::MARTS_RXN_0304c008705652f9
MARTS_RXN_0d0c4cf767f1e407,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>CC(C)=CCCC(C)=C1CCC2(C)C1CCC1C3(C)CCC(O)C(C)(C)C3CCC12C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>>CC(C)=CCC/C(C)=C1/CC[C@@]2(C)[C@H]1CC[C@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@@]12C,True,C30_long_prenyl_like::MARTS_RXN_0304c008705652f9
MARTS_RXN_8e685e0c0b697e5d,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>CC(C)=CCCC(C)=CCCC(C)(O)C1CCC2C1(C)CCC1C(C)(C)C(O)CCC12C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>>CC(C)=CCC/C(C)=C/CC[C@@](C)(O)[C@@H]1CC[C@H]2[C@@]1(C)CC[C@H]1C(C)(C)[C@@H](O)CC[C@]21C,False,C30_long_prenyl_like::MARTS_RXN_0304c008705652f9
MARTS_RXN_0924823aff1cb84d,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>CC(C)=CCCC(C)=CCCC(C)=CCCC1(C)C(C)CCC(=C(C)C)C1CCC=O,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@]1(C)[C@H](C)CCC(=C(C)C)[C@H]1CCC=O,True,C30_long_prenyl_like::MARTS_RXN_0924823aff1cb84d
MARTS_RXN_623d8533ef097f62,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC1C(C)=CCC(O)C1(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC[C@@H]1C(C)=CC[C@H](O)C1(C)C,True,C30_long_prenyl_like::MARTS_RXN_4c4ba4bc054979a2
MARTS_RXN_954e6f7526561bdc,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>CC(C)=CCCC(C)=CCCC(C)C1(C)CCC2=C1CCC1C2(C)CCC(O)C1(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>>CC(C)=CCC/C(C)=C/CC[C@@H](C)[C@@]1(C)CCC2=C1CC[C@H]1C(C)(C)[C@@H](O)CC[C@]21C,True,C30_long_prenyl_like::MARTS_RXN_954e6f7526561bdc
MARTS_RXN_54f9295f8233f1ff,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>CC(C)=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>>CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3,True,C30_long_prenyl_like::MARTS_RXN_534c9b024fd41f1d
MARTS_RXN_37bf66f566f8481d,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>CC(C)=CCCC(C)C1CCC2(C)C3=CCC4C(C)(C)C(O)CCC4(C)C3CCC12C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>>CC(C)=CCC[C@H](C)[C@@H]1CC[C@]2(C)C3=CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]12C,True,C30_long_prenyl_like::MARTS_RXN_0fc1278d92cea627
MARTS_RXN_e9868487450315e1,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>CC(C)=CCCC(C)C1CCC2(C)C3CC=C4C(CCC(O)C4(C)C)C3(C)CCC12C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>>CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC=C4[C@@H](CC[C@H](O)C4(C)C)[C@]3(C)CC[C@]12C,True,C30_long_prenyl_like::MARTS_RXN_0fc1278d92cea627
MARTS_RXN_c9bd9d79a4994f2b,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>CC(C)=CCCC(C)C1CCC2(C)C3CCC4C(C)(C)C(O)CCC45CC35CCC12C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>>CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C,True,C30_long_prenyl_like::MARTS_RXN_0fc1278d92cea627
MARTS_RXN_0fc1278d92cea627,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>CC(C)=CCCC(C)C1CCC2(C)C3CCC4C(C)(CCC(O)C4(C)C)C3=CCC12C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>>CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)C3=CC[C@]12C,True,C30_long_prenyl_like::MARTS_RXN_0fc1278d92cea627
